TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
KR2a0019 陳書-唐-姚思廉	10	1.0	25092	46222	夫婦之際人道之大倫也	夫婦之際人道之大倫也
KR2a0019 陳書-唐-姚思廉	11	0.8181818181818182	58484	39495	年春正月己巳朔日有蝕之	年春正月戊午朔日有蝕之
KR2a0019 陳書-唐-姚思廉	10	0.9	74602	42495	深宫之中長於婦人之手	深宫之中長婦人之手既
KR2a0019 陳書-唐-姚思廉	10	0.8	76896	21484	大司馬驃騎大將軍霍去	大司馬驃騎大將軍瑱故
KR2a0019 陳書-唐-姚思廉	10	0.8	118306	40907	二年春正月立皇太子囂	二年春正月辛巳立皇子
KR2a0019 陳書-唐-姚思廉	10	0.8	130617	66311	太守秩中二千石戸十二	太守秩中二千石二年徵
KR2a0019 陳書-唐-姚思廉	11	0.8181818181818182	135616	40348	大赦天下建始元年春正月	大赦天下禎明元年春正月
KR2a0016 宋書-梁-沈約	10	0.8	2098	263198	高辛氏衰而天下歸之號	高辛氏衰天下歸之在帝
KR2a0016 宋書-梁-沈約	18	0.8888888888888888	2354	265690	夢與神遇是時雷電晦冥太上皇視之見蛟龍	夢與神遇是時靁電晦㝠太上皇視之見蛟龍
KR2a0016 宋書-梁-沈約	10	0.8	2411	265742	從王媪武負貰酒毎飲醉	從王媪武負貰酒醉卧上
KR2a0016 宋書-梁-沈約	16	0.875	4202	266143	墮其履顧謂良曰孺子下取履良甚怪愕	墮其履顧謂良曰孺子下取履良愕然欲
KR2a0016 宋書-梁-沈約	11	0.9090909090909091	4252	266233	凡三期而良先至老父乃喜	凡三期而良先至老父喜曰
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	4272	266263	王者師後十三年見我于齊	王者師後十三年孺子見我
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	4298	266287	其書乃太公兵法也良乃以	其書乃太公兵法良以黄石
KR2a0016 宋書-梁-沈約	10	1.0	4373	268541	不祥不如以兵屬人事成	不祥不如以兵屬人事成
KR2a0016 宋書-梁-沈約	10	0.8	5605	242936	枉矢所觸天下所共伐也	枉矢所觸天下之所伐翼
KR2a0016 宋書-梁-沈約	10	0.8	9329	480909	順德者昌逆德者亡兵出	順德者昌逆德者亡失仁
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	10433	266362	許負相之當生天子豹恃此	許負相之當生天子魏王豹
KR2a0016 宋書-梁-沈約	10	0.8	15757	658429	有一范增賢而不能用此	有一范增而不能用空議
KR2a0016 宋書-梁-沈約	10	0.8	16401	265013	八百諸侯不期而會孟津	八百諸侯不期而會咸曰
KR2a0016 宋書-梁-沈約	10	0.8	20207	723244	二千石不能決移之廷尉	二千石不能決乃度廷尉
KR2a0016 宋書-梁-沈約	13	0.9230769230769231	22362	240400	二月熒惑守心星占曰王者惡之	二月熒惑守心占曰王者惡之八
KR2a0016 宋書-梁-沈約	11	0.9090909090909091	22364	242055	熒惑守心星占曰王者惡之	熒惑守心占曰王者惡之己
KR2a0016 宋書-梁-沈約	12	0.9166666666666666	23883	185794	髙祖廟奏武德文始五行之舞	髙祖廟奏武徳文始五行之舞
KR2a0016 宋書-梁-沈約	12	0.9166666666666666	23902	185781	以象天下樂巳行武以除亂也	以象天下樂已行武以除亂也
KR2a0016 宋書-梁-沈約	10	0.8	24433	335526	其後趙王幽死之象隴西	其後趙王幽死之象也武
KR2a0016 宋書-梁-沈約	23	1.0	25350	298526	不宿飲食不享出入不節奪民農時及有姦謀則木不曲直	不宿飲食不享出入不節奪民農時及有姦謀則木不曲直
KR2a0016 宋書-梁-沈約	17	0.9411764705882353	25373	314875	法律逐功臣殺太子以妾爲妻則火不炎上	法律逐功臣殺太子以妾為妻則火不炎上
KR2a0016 宋書-梁-沈約	20	0.95	25391	328672	治宫室飾臺榭内淫亂犯親戚侮父兄則稼穡不成	治宫室飾臺榭内滛亂犯親戚侮父兄則稼穡不成
KR2a0016 宋書-梁-沈約	13	0.8461538461538461	25411	303952	好攻戰輕百姓亂飾城郭侵邉境	好攻戰輕百姓飾城郭侵邊境魏
KR2a0016 宋書-梁-沈約	17	1.0	25429	320871	簡宗廟不禱祠廢祭祀逆天時則水不潤下	簡宗廟不禱祠廢祭祀逆天時則水不潤下
KR2a0016 宋書-梁-沈約	10	0.9	25429	321291	簡宗廟不禱祠廢祭祀逆	簡宗廟不禱祠廢祭祀示
KR2a0016 宋書-梁-沈約	51	0.8431372549019608	25483	298568	厥咎狂厥罰常雨厥極惡時則有服妖時則有龜孽時則有鷄禍時則有下體生於上之痾時則有青青青祥惟金沴木金爲言言曰	厥咎狂厥罰恒雨厥極惡時則有服妖時則有龜孽時則有雞禍時則有下體生上之痾時則有青𤯝青祥惟金沴木班固曰蓋工匠
KR2a0016 宋書-梁-沈約	24	0.875	25497	328729	妖時則有龜孽時則有鷄禍時則有下體生於上之痾時則有	妖時則有華孽時則有牛禍時則有下體生上之痾時則有黄
KR2a0016 宋書-梁-沈約	10	0.9	25502	334757	孽時則有鷄禍時則有下	孽時則有馬禍時則有下
KR2a0016 宋書-梁-沈約	38	0.9210526315789473	25555	303883	厥極憂時則有詩妖時則有介虫之孽時則有犬禍時則有口舌之痾時則有白青白祥惟火沴金	厥極憂時則有詩妖時則有介蟲之孽時則有大禍時則有口舌之痾時則有白青白祥惟木沴金
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	25562	314925	妖時則有介虫之孽時則有	妖時則有臝蟲之孽時則有
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	25562	334750	妖時則有介虫之孽時則有	妖時則有龍蛇之孽時則有
KR2a0016 宋書-梁-沈約	43	0.9069767441860465	25611	314911	厥咎舒厥罰常燠厥極疾時則有草妖時則有蠃虫之孽時則有羊禍時則有目痾時則有赤青赤祥惟水沴火	厥咎舒厥罰恒燠厥極疾時則有草妖時則有臝蟲之孽時則有羊禍時則有目痾時則有赤𤯝赤祥惟水沴火
KR2a0016 宋書-梁-沈約	11	0.8181818181818182	25625	334750	妖時則有蠃虫之孽時則有	妖時則有龍蛇之孽時則有
KR2a0016 宋書-梁-沈約	12	0.9166666666666666	25678	320910	寒厥極貧時則有鼓妖時則有	寒厥極貧時則有鼔妖時則有
KR2a0016 宋書-梁-沈約	14	0.8571428571428571	25686	328729	妖時則有魚孽時則有豕禍時則有	妖時則有華孽時則有牛禍時則有
KR2a0016 宋書-梁-沈約	10	0.8	25690	320927	魚孽時則有豕禍時則有	魚孽時則有耳痾時則有
KR2a0016 宋書-梁-沈約	10	0.8	25691	328734	孽時則有豕禍時則有耳	孽時則有牛禍時則有下
KR2a0016 宋書-梁-沈約	10	0.8	25691	334757	孽時則有豕禍時則有耳	孽時則有馬禍時則有下
KR2a0016 宋書-梁-沈約	31	0.8709677419354839	25746	328721	短折時則有脂夜之妖時則有華孽時則有牛禍時則有腹心之痾時則有黃青	短折時則有脂夜之妖時則有華孽時則有牛禍時則有下體生上之痾時則有
KR2a0016 宋書-梁-沈約	10	0.8	25759	334757	孽時則有牛禍時則有腹	孽時則有馬禍時則有下
KR2a0016 宋書-梁-沈約	47	0.9574468085106383	25790	334736	厥咎眊厥罰常隂厥極弱時則有射妖時則有龍蛇之孽時則有馬禍時則有下人伐上之痾時則有日月亂行星辰逆行	厥咎眊厥罰恒陰厥極弱時則有射妖時則有龍蛇之孽時則有馬禍時則有下人伐上之痾時則有日月亂行星辰逆行
KR2a0016 宋書-梁-沈約	10	0.8	27166	263638	擊石拊石百獸率舞至於	擊石拊石百獸率舞景星
KR2a0016 宋書-梁-沈約	10	0.8	27780	395547	受公卿奏事舉掌劾章秩	受公卿奏事舉劾按章時
KR2a0016 宋書-梁-沈約	10	0.9	27968	390079	秩皆中二千石丞皆千石	秩皆中二千石丞一千石
KR2a0016 宋書-梁-沈約	12	0.8333333333333334	28220	394754	掌上林苑門屯兵越騎校尉掌	掌上林苑門屯兵越騎掌越人
KR2a0016 宋書-梁-沈約	10	0.8	28335	388781	秩比二千石太中大夫秩	秩比二千石中散大夫王
KR2a0016 宋書-梁-沈約	10	0.8	28420	392340	員多至數十人侍中中常	員多至數十人入侍禁中
KR2a0016 宋書-梁-沈約	10	0.9	28484	393226	掌顧問應帝位次中常侍	掌顧問應對位次中常侍
